Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut,operateur,Date,Statut,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2
SAINT-MARTIN-DU-FRESNE,Commune,210103735,01373,182627,0010242,eau potable,1,1128,564,Délégation,Entreprise privée,,31/12/2029,En attente de saisie,,,,,,,,,,,,,,,,
SE JASSANS-RIOTTIER,Syndicat Mixte,250100526,,182730,0010168,eau potable,4,11736,11736,Délégation,Entreprise privée,,31/12/2019,Confirmé / publié,"2,39",109,Sans anomalie apparente,1,82.6,Sans anomalie apparente,1,3,Sans anomalie apparente,1,2.9,Sans anomalie apparente,1,0.93,Sans anomalie apparente,1
SIE Ain Suran Revermont,Syndicat Intercommunal à Vocation Unique,250101169,,182720,0010200,eau potable,15,16266,15603,Délégation,Entreprise privée,,31/12/2022,Confirmé / publié,"2,26",100,Sans anomalie apparente,1,71.4,Sans anomalie apparente,1,5.6,Sans anomalie apparente,1,5.2,Sans anomalie apparente,1,0.48,Sans anomalie apparente,1
SIE Ain Veyle Revermont,Syndicat Intercommunal à Vocation Unique,250100948,,182721,0010141,eau potable,13,16945,16945,Délégation,Entreprise privée,,31/03/2025,Confirmé / publié,"2,91",91,Sans anomalie apparente,1,77,Sans anomalie apparente,1,2.3,Sans anomalie apparente,1,2.1,Sans anomalie apparente,1,1.29,Sans anomalie apparente,1
SIE Andert Condon Pugieu,Syndicat Intercommunal à Vocation Unique,250100070,,182722,0010055,eau potable,2,1376,861,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
SIE BASSE VALLÉE DE LA VALSERINE,Syndicat Intercommunal à Vocation Unique,250101698,,182757,0010212,eau potable,3,2121,1060,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SIE Bas Valromey,Syndicat Intercommunal à Vocation Unique,250100260,,182723,0010056,eau potable,4,2013,1005,,,,,En attente de saisie,,,,,,,,,,,,,,,,
SIE Basse Reyssouze,Syndicat Intercommunal à Vocation Unique,250100815,,182724,0010152,eau potable,25,17523,17523,Délégation,Entreprise privée,,30/09/2024,Confirmé / publié,"2,37",105,Sans anomalie apparente,1,89.4,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,0.9,Sans anomalie apparente,1,0.55,Sans anomalie apparente,1
SIE Bresse Revermont,Syndicat Intercommunal à Vocation Unique,250100575,,182725,0010201,eau potable,11,9635,9377,Délégation,Entreprise privée,,31/12/2019,Confirmé / publié,"2,2",100,Sans anomalie apparente,1,74.2,Sans anomalie apparente,1,2.1,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,0.7,Sans anomalie apparente,1
SIE DE LA RÉGION D'AMBÉRIEU EN BUGEY,Syndicat Intercommunal à Vocation Unique,250100039,,182755,0010064,eau potable,7,23351,23351,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,43",90,Sans anomalie apparente,1,79.4,Sans anomalie apparente,1,4.5,Sans anomalie apparente,1,4.4,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1
SIE DE LA SEREINE,Syndicat Intercommunal à Vocation Unique,250100674,,182754,0010134,eau potable,2,7695,2657,Régie,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
SIE DES GALLANCHONS ET DE COZ,Syndicat Intercommunal à Vocation Unique,250100286,,182753,0010253,eau potable :,2,15431,7715,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
SIE DU BAS BUGEY,Syndicat Intercommunal à Vocation Unique,250100914,,182759,0010059,eau potable,5,3214,1404,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SIE Dombes Saône,Syndicat Intercommunal à Vocation Unique,250100831,,182726,0010166,eau potable,24,43473,43473,Délégation,Entreprise privée,,31/03/2022,Confirmé / publié,"2,17",98,Sans anomalie apparente,1,68.3,Sans anomalie apparente,1,5.1,Sans anomalie apparente,1,4.6,Sans anomalie apparente,1,1.05,Sans anomalie apparente,1
SIE FaramansRignieux le Franc-St Eloi,Syndicat Intercommunal à Vocation Unique,250100393,,182729,0010136,eau potable,8,3764,3764,Délégation,Entreprise privée,,30/09/2019,En attente de saisie,,,,,,,,,,,,,,,,
SIE MEXIMIEUX ET COTIÈRE,Syndicat Intercommunal à Vocation Unique,200042968,,215212,0010147,eau potable : Syndicat des eaux Meximieux Cotiere,4,13743,13743,Délégation,Entreprise privée,,30/06/2027,Confirmé / publié,"1,57",107,Sans anomalie apparente,1,82,Sans anomalie apparente,1,4.2,Sans anomalie apparente,1,3.8,Sans anomalie apparente,1,0.71,Sans anomalie apparente,1
SIE Massignieu de Rives-Nattages-Parves,Syndicat Intercommunal à Vocation Unique,250100591,,182731,0010063,eau potable,2,1609,1609,Délégation,Entreprise privée,,31/03/2024,En attente de saisie,,,,,,,,,,,,,,,,
SIE Montmerle et Environs,Syndicat Intercommunal à Vocation Unique,250100682,,182732,0010165,eau potable,11,12639,12639,Régie,Entreprise privée,,31/03/2030,Confirmé / publié,"2,33",100,Sans anomalie apparente,0,71.9,Sans anomalie apparente,0,3.6,Sans anomalie apparente,0,3.3,Sans anomalie apparente,0,1.18,Sans anomalie apparente,0
SIE Moyenne Reyssouze,Syndicat Intercommunal à Vocation Unique,250100419,,182733,0010153,eau potable,5,5502,5502,Délégation,Entreprise privée,,31/03/2019,Confirmé / publié,"2,03",93,Sans anomalie apparente,1,84.3,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,0.26,Sans anomalie apparente,1
SIE Nord Est de Lyon,Syndicat Intercommunal à Vocation Unique,250100633,,182734,0010128,eau potable,4,20728,20728,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
SIE POLLIEU FLAXIEU,Syndicat Intercommunal à Vocation Unique,250100401,,182758,0010062,eau potable,2,229,114,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SIE Renom Chalaronne,Syndicat Intercommunal à Vocation Unique,250100278,,182735,0010163,eau potable,10,4773,4773,Délégation,Entreprise privée,,25/03/2025,Confirmé / publié,"2,31",95,Sans anomalie apparente,0,88.9,Sans anomalie apparente,1,0.7,Sans anomalie apparente,0,0.6,Sans anomalie apparente,0,0.57,Sans anomalie apparente,1
SIE Renom Veyle,Syndicat Intercommunal à Vocation Unique,250101227,,182736,0010156,eau potable,7,8489,8489,Délégation,Entreprise privée,,30/04/2019,Confirmé / publié,"2,65",92,Sans anomalie apparente,1,88.2,Sans anomalie apparente,1,1,Sans anomalie apparente,1,0.9,Sans anomalie apparente,1,0.54,Sans anomalie apparente,1
SIE Rossillon Cheignieu la Balme,Syndicat Intercommunal à Vocation Unique,250100872,,182737,0010057,eau potable,2,296,296,,,,,En attente de saisie,,,,,,,,,,,,,,,,
SIE Saône Veyle,Syndicat Intercommunal à Vocation Unique,250100138,,182738,0010151,eau potable,12,20538,20538,Délégation,Entreprise privée,,31/03/2022,Confirmé / publié,2,100,Sans anomalie apparente,1,84.3,Sans anomalie apparente,0,2.3,Sans anomalie apparente,0,2,Sans anomalie apparente,0,1.6,Sans anomalie apparente,0
SIE Thil Nievroz,Syndicat Intercommunal à Vocation Unique,250101060,,182739,0010127,eau potable,2,2640,2640,,,,,En attente de saisie,,,,,,,,,,,,,,,,
SIE Valromey,Syndicat Mixte,250100880,,182740,0010061,eau potable,22,11919,5375,Délégation,Entreprise privée,,31/12/2023,En attente de saisie,,,,,,,,,,,,,,,,
SIE Veyle Chalaronne,Syndicat Intercommunal à Vocation Unique,250100427,,182741,0010154,eau potable,14,15452,15452,Délégation,Entreprise privée,,31/03/2022,Confirmé / publié,"2,27",85,Sans anomalie apparente,1,76.4,Sans anomalie apparente,0,2.3,Sans anomalie apparente,0,2.1,Sans anomalie apparente,0,1.3,Sans anomalie apparente,0
SIE Veyle Reyssouze Vieux-Jonc,Syndicat Intercommunal à Vocation Unique,250100799,,182742,0010158,eau potable,22,38933,38933,Délégation,Entreprise privée,,30/09/2023,En attente de saisie,,,,,,,,,,,,,,,,
SIE Villette Priay,Syndicat Intercommunal à Vocation Unique,250101201,,182743,0010145,eau potable,2,2409,2409,Délégation,Entreprise privée,,31/12/2017,Confirmé / publié,"2,48",95,Sans anomalie apparente,0,67.2,Sans anomalie apparente,0,3.5,Sans anomalie apparente,0,3.3,Sans anomalie apparente,0,0,Sans anomalie apparente,1
SIE du BOREY,Syndicat Intercommunal à Vocation Unique,250100088,,182727,0010060,eau potable,3,600,299,Délégation,Entreprise privée,,30/09/2019,En attente de saisie,,,,,,,,,,,,,,,,
SIVOM DU LAC DE SYLANS,Syndicat Intercommunal à Vocations Multiples,240100925,,182780,0010207,eau potable : distribution,3,1410,704,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
SIVU DE LA COMBE DE VAUX,Syndicat Intercommunal à Vocation Unique,250101615,,182756,0010202,eau potable,6,2905,1452,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SM Plaine de l'Ain,Syndicat Mixte,256900713,,182744,0010058,eau potable,0,,,Délégation,Entreprise privée,,31/12/2028,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Alban,Commune,210103313,01331,182587,0010215,eau potable,1,175,87,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Champ,Commune,210103412,01341,182597,0010102,eau potable,1,161,161,Délégation,Entreprise privée,,31/12/2027,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Germain-de-Joux,Commune,210103578,01357,182607,0010210,eau potable,1,494,494,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,05",100,Sans anomalie apparente,1,56.9,Sans anomalie apparente,1,7.4,Sans anomalie apparente,1,7.4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Saint-Germain-les-Paroisses,Commune,210103586,01358,182609,0010067,eau potable,1,421,421,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Jean-de-Niost,Commune,210103610,01361,182612,0010140,eau potable,1,1463,1463,Délégation,Entreprise privée,,31/12/2023,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Jean-le-Vieux,Commune,210103636,01363,182614,0010211,eau potable,1,1765,1765,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,91",28,Sans anomalie apparente,1,77.9,Sans anomalie apparente,1,2.1,Sans anomalie apparente,1,2.1,Sans anomalie apparente,1,1.2,Sans anomalie apparente,1
Saint-Martin-de-Bavel,Commune,210103727,01372,182625,0010068,eau potable,1,436,436,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,53",115,Sans anomalie apparente,1,81.1,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,5.84,Sans anomalie apparente,1
Saint-Maurice-de-Gourdans,Commune,210103784,01378,182630,0010144,eau potable,1,2499,2499,Délégation,Entreprise privée,,02/11/2028,En cours de saisie,,,,,,,,,,,,,,,,
Saint-Maurice-de-Rémens,Commune,210103792,01379,182632,0010069,eau potable,1,754,754,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Rambert-en-Bugey,Commune,210103842,01384,182637,0010070,eau potable,1,2318,2318,Délégation,Entreprise privée,,31/12/2022,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Sorlin-en-Bugey,Commune,210103867,01386,182640,0010071,eau potable,1,1164,1164,Délégation,Entreprise privée,,30/09/2023,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Vulbas,Commune,210103909,01390,182774,0010058,eau potable,1,1141,1141,Délégation,Entreprise privée,,28/02/2018,En attente de saisie,,,,,,,,,,,,,,,,
Sainte-Julie,Commune,210103669,01366,182618,0010103,eau potable,1,975,975,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Samognat,Commune,210103925,01392,182647,0010111,eau potable : samognat,1,699,349,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,38",95,Sans anomalie apparente,1,60.6,Sans anomalie apparente,0,3.2,Sans anomalie apparente,1,3.1,Sans anomalie apparente,1,0.04,Sans anomalie apparente,1
Sault-Brénaz,Commune,210103966,01396,182650,0010051,eau potable,1,1025,1025,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Seillonnaz,Commune,210104006,01400,182653,0010052,eau potable,1,143,143,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Serrières-de-Briord,Commune,210104030,01403,182656,0010053,eau potable,1,1304,1304,Délégation,Entreprise privée,,28/02/2018,En attente de saisie,,,,,,,,,,,,,,,,
Serrières-sur-Ain,Commune,210104048,01404,182658,0010108,eau potable,1,127,127,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Seyssel,Commune,210104071,01407,182662,0010054,eau potable,1,1000,1000,,,,,En attente de saisie,,,,,,,,,,,,,,,,
Sonthonnax-la-Montagne,Commune,210104105,01410,182666,0010226,eau potable : distribution,1,334,167,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Souclin,Commune,210104113,01411,182668,0010065,eau potable,1,271,271,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Surjoux,Commune,210104139,01413,182671,0010244,eau potable,1,75,75,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sutrieu,Commune,210104147,01414,182673,0010072,eau potable,1,215,107,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Talissieu,Commune,210104154,01415,182675,0010073,eau potable,1,450,450,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,64",84,Sans anomalie apparente,1,67.4,Sans anomalie apparente,1,3.3,Sans anomalie apparente,1,3.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Tenay,Commune,210104162,01416,182785,0010074,eau potable :,1,1064,1064,Délégation,Entreprise privée,,31/12/2017,Confirmé / publié,"3,18",92,Sans anomalie apparente,1,73.3,Sans anomalie apparente,1,5.3,Sans anomalie apparente,1,4.4,Sans anomalie apparente,1,0.17,Sans anomalie apparente,1
Thézillieu,Commune,210104170,01417,182678,0010075,eau potable,1,309,154,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,11",118,Sans anomalie apparente,1,68.7,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0.32,Sans anomalie apparente,1
Torcieu,Commune,210104212,01421,182681,0010076,eau potable,1,749,749,,,,,En attente de saisie,,,,,,,,,,,,,,,,
Vieu-d'Izenave,Commune,210104410,01441,182696,0001084,eau potable,1,695,231,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Villars-les-Dombes,Commune,210104436,01443,182767,0010167,eau potable,0,,,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Villebois,Commune,210104444,01444,182700,0010078,eau potable,1,1171,1171,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,52",80,Sans anomalie apparente,1,53.5,Sans anomalie apparente,1,11.2,Sans anomalie apparente,1,11,Sans anomalie apparente,1,0.47,Sans anomalie apparente,1
Villes,Commune,210104485,01448,182704,0010209,eau potable,1,370,370,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Virieu-le-Grand,Commune,210104527,01452,182710,0010079,eau potable,1,1090,1090,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Virieu-le-Petit,Commune,210104535,01453,182712,0010080,eau potable,1,316,316,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Virignin,Commune,210104543,01454,182714,0010105,eau potable,1,1083,1083,Délégation,Entreprise privée,,31/12/2023,Confirmé / publié,"2,6",81,Sans anomalie apparente,1,87.5,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Vongnes,Commune,210104568,01456,182716,0010081,eau potable,1,78,78,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Échallon,Commune,210101523,01152,205805,0010115,eau potable :,1,784,392,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Agnicourt-et-Séchelles,Commune,210200044,02004,124240,0020026,eau potable,1,194,194,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Aisonville-et-Bernoville,Commune,210200069,02006,124242,0020020,eau potable,1,263,263,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Aizy-Jouy,Commune,210200085,02008,124243,0020025,eau potable,1,303,151,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Allemant,Commune,210200101,02010,124244,0020019,eau potable,1,183,91,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Amifontaine,Commune,210200135,02013,124246,0020024,eau potable,1,421,421,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Anguilcourt-le-Sart,Commune,210200176,02017,124247,0020021,eau potable,1,315,315,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Anizy-le-Château,Commune,210200184,02018,124248,0020022,eau potable,1,1975,1975,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Athies-sous-Laon,Commune,210200283,02028,124250,0020023,eau potable,1,2660,2660,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Aubigny-aux-Kaisnes,Commune,210200325,02032,124251,0020028,eau potable,1,242,242,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bagneux,Commune,210200432,02043,124252,0020193,eau potable,1,72,72,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Barenton-Bugny,Commune,210200457,02046,124253,0020161,eau potable,1,563,563,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Barenton-Cel,Commune,210200465,02047,124254,0020351,eau potable,1,132,132,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Beaurevoir,Commune,210200564,02057,197770,0020029,eau potable,1,1470,1470,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,93",105,Sans anomalie apparente,1,70.8,Sans anomalie apparente,1,3.9,Sans anomalie apparente,1,3.8,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Beautor,Commune,210200580,02059,124257,0020030,eau potable,1,2749,2749,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bellicourt,Commune,210200648,02065,124258,0020033,eau potable,1,637,637,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Beugneux,Commune,210200812,02082,124260,0020035,eau potable,1,110,110,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bieuxy,Commune,210200853,02087,124261,0020325,eau potable,1,31,31,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Billy-sur-Ourcq,Commune,210200887,02090,124262,0020245,eau potable,1,225,225,Régie,Entreprise privée,,,En attente de vérification,,,,,,,,,,,,,,,,
Boncourt,Commune,210200945,02097,124264,0020037,eau potable,1,262,262,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Braine,Commune,210201075,02110,124267,0020262,eau potable,1,2306,2306,Délégation,Entreprise privée,,20/05/2022,En attente de saisie,,,,,,,,,,,,,,,,
Brenelle,Commune,210208104,02120,124269,0020263,eau potable,1,201,201,,,,,En attente de saisie,,,,,,,,,,,,,,,,
