Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut_x,operateur,Date,Statut.1,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,Code Postal,Commune,Département,Région,Statut_y,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région
Poncin,Commune,210103032.0,01303,182564,0010197,eau potable,1,1720.0,1720.0,Délégation,Entreprise privée,,31/03/2022,Vérifié,"2,31",95.0,Sans anomalie apparente,0.0,71.6,Sans anomalie apparente,0.0,5.1,Sans anomalie apparente,0.0,4.5,Sans anomalie apparente,0.0,0.0,Sans anomalie apparente,1.0,01450,PONCIN,AIN,RHONE-ALPES,Chef-lieu canton,340.0,1980.0,1.6,"46.089530586, 5.41681266947","{""type"": ""Polygon"", ""coordinates"": [[[5.427480128765822, 46.06130386459253], [5.403464844335416, 46.059328921462686], [5.396205862294004, 46.071221350117845], [5.38317185519824, 46.0751085914694], [5.386173523733737, 46.0816310718738], [5.402134947383547, 46.088411356279614], [5.398239985955513, 46.09825056010055], [5.405255360629764, 46.11827337261589], [5.409381955430139, 46.118726401789715], [5.412775426065183, 46.124014729323186], [5.421691728005706, 46.12259963580868], [5.422688731337303, 46.1196503979894], [5.435656016471842, 46.11875126791067], [5.439647537412902, 46.10828696887563], [5.432112480788501, 46.0957908204694], [5.440639682357882, 46.087481421616666], [5.443300319380646, 46.078018533790335], [5.442852890111541, 46.07436142127446], [5.434248676912155, 46.07269953062481], [5.427480128765822, 46.06130386459253]]]}",522,303,24,4,01,82
Saint-Germain-de-Joux,Commune,210103578.0,01357,182607,0010210,eau potable,1,494.0,494.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,05",100.0,Sans anomalie apparente,1.0,56.9,Sans anomalie apparente,1.0,7.4,Sans anomalie apparente,1.0,7.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,01130,SAINT-GERMAIN-DE-JOUX,AIN,RHONE-ALPES,Commune simple,706.0,1139.0,0.5,"46.1821955394, 5.74672259773","{""type"": ""Polygon"", ""coordinates"": [[[5.744508101634827, 46.160872512237944], [5.737440351847342, 46.16579147366797], [5.713856501739112, 46.17007852744798], [5.712426900402551, 46.17421229474699], [5.729694776450875, 46.177961470082884], [5.733396622098844, 46.19367644284483], [5.729663886767253, 46.199226344286835], [5.743913820129496, 46.19772092666709], [5.762907557726119, 46.2010181422935], [5.774157664612752, 46.19793289784489], [5.774657587297007, 46.194992315782905], [5.773927284586997, 46.1915861901878], [5.762664767671668, 46.18049845452533], [5.759280465805314, 46.16789410967185], [5.744508101634827, 46.160872512237944]]]}",13779,357,3,4,01,82
Saint-Jean-le-Vieux,Commune,210103636.0,01363,182614,0010211,eau potable,1,1765.0,1765.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,91",28.0,Sans anomalie apparente,1.0,77.9,Sans anomalie apparente,1.0,2.1,Sans anomalie apparente,1.0,2.1,Sans anomalie apparente,1.0,1.2,Sans anomalie apparente,1.0,01640,SAINT-JEAN-LE-VIEUX,AIN,RHONE-ALPES,Commune simple,292.0,1517.0,1.6,"46.0291437714, 5.38252835538","{""type"": ""Polygon"", ""coordinates"": [[[5.404368934888941, 46.00782279865605], [5.355515029127186, 46.02361477249969], [5.334828464312341, 46.03805165786665], [5.339035101052491, 46.0396315683423], [5.351632163369287, 46.03533493166595], [5.352793888980278, 46.04495035824394], [5.36707745032498, 46.04436471844269], [5.37488683539693, 46.0481473167277], [5.384058660145485, 46.046026879041584], [5.401648223112618, 46.0352320927052], [5.424758839241116, 46.03130753405992], [5.404368934888941, 46.00782279865605]]]}",11765,363,24,4,01,82
Saint-Martin-de-Bavel,Commune,210103727.0,01372,182625,0010068,eau potable,1,436.0,436.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,53",115.0,Sans anomalie apparente,1.0,81.1,Sans anomalie apparente,1.0,1.7,Sans anomalie apparente,1.0,1.4,Sans anomalie apparente,1.0,5.84,Sans anomalie apparente,1.0,01510,SAINT-MARTIN-DE-BAVEL,AIN,RHONE-ALPES,Commune simple,346.0,858.0,0.4,"45.848212674, 5.67889099153","{""type"": ""Polygon"", ""coordinates"": [[[5.676993923274335, 45.82938070631846], [5.66825887415308, 45.83504756372516], [5.658210745039868, 45.84854729738665], [5.662036202158229, 45.86102620493378], [5.677157395951472, 45.86329983581697], [5.698163219213629, 45.86166483878199], [5.693616575529233, 45.834850979849286], [5.676993923274335, 45.82938070631846]]]}",22865,372,36,1,01,82
Samognat,Commune,210103925.0,01392,182647,0010111,eau potable : samognat,1,699.0,349.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,38",95.0,Sans anomalie apparente,1.0,60.6,Sans anomalie apparente,0.0,3.2,Sans anomalie apparente,1.0,3.1,Sans anomalie apparente,1.0,0.04,Sans anomalie apparente,1.0,01580,SAMOGNAT,AIN,RHONE-ALPES,Commune simple,487.0,1423.0,0.7,"46.2648715781, 5.58607689306","{""type"": ""Polygon"", ""coordinates"": [[[5.596508610857012, 46.241096460261936], [5.588409392544626, 46.238145672900295], [5.579829674138248, 46.2409623698716], [5.565916740998643, 46.23888949432902], [5.552864076696599, 46.24243559291301], [5.563320303536918, 46.2610934843302], [5.578798506784368, 46.26677121422568], [5.589089962068446, 46.28934990876858], [5.587250887529468, 46.29250903172427], [5.597891442228578, 46.29789778592929], [5.604628116061567, 46.30943842797517], [5.608103863382391, 46.30734974230987], [5.604317264555548, 46.30154407787493], [5.612519030714758, 46.29907677959606], [5.598570468825071, 46.265943101489036], [5.592634055466413, 46.26046548005343], [5.599180541263665, 46.25526172519106], [5.604186320785139, 46.25537251662225], [5.596508610857012, 46.241096460261936]]]}",11899,392,16,4,01,82
Talissieu,Commune,210104154.0,01415,182675,0010073,eau potable,1,450.0,450.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,64",84.0,Sans anomalie apparente,1.0,67.4,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,01510,TALISSIEU,AIN,RHONE-ALPES,Commune simple,267.0,496.0,0.4,"45.8637167128, 5.72090411074","{""type"": ""Polygon"", ""coordinates"": [[[5.728134452402571, 45.84811439260962], [5.723259658865392, 45.85331383027052], [5.704706905938662, 45.86124707033062], [5.703597396740951, 45.87465377778806], [5.71049351063149, 45.876651029461804], [5.716849979113277, 45.87213742263505], [5.730468920910753, 45.8707909824412], [5.740654129072815, 45.864210120885716], [5.728134452402571, 45.84811439260962]]]}",35913,415,9,1,01,82
Tenay,Commune,210104162.0,01416,182785,0010074,eau potable :,1,1064.0,1064.0,Délégation,Entreprise privée,,31/12/2017,Confirmé / publié,"3,18",92.0,Sans anomalie apparente,1.0,73.3,Sans anomalie apparente,1.0,5.3,Sans anomalie apparente,1.0,4.4,Sans anomalie apparente,1.0,0.17,Sans anomalie apparente,1.0,01230,TENAY,AIN,RHONE-ALPES,Commune simple,594.0,1318.0,1.1,"45.922698278, 5.51453923595","{""type"": ""Polygon"", ""coordinates"": [[[5.526138152399131, 45.8899047698246], [5.516238482804212, 45.89066614098237], [5.505861428854391, 45.90250084200475], [5.493429595988131, 45.907532659174215], [5.490982841720866, 45.914217511733], [5.498371950745978, 45.92346036291851], [5.501341447740672, 45.94080999436346], [5.51976133712953, 45.954465120671706], [5.533883078630405, 45.935454964941336], [5.53836965571523, 45.93446243761959], [5.534562490569423, 45.92608781340021], [5.528147299067561, 45.91711372109766], [5.518778351488051, 45.91575511587541], [5.517095024191145, 45.91253115418855], [5.518383757120203, 45.90232171709103], [5.534005016803309, 45.89432356631734], [5.526138152399131, 45.8899047698246]]]}",2037,416,28,1,01,82
Thézillieu,Commune,210104170.0,01417,182678,0010075,eau potable,1,309.0,154.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,11",118.0,Sans anomalie apparente,1.0,68.7,Sans anomalie apparente,1.0,1.5,Sans anomalie apparente,1.0,1.5,Sans anomalie apparente,1.0,0.32,Sans anomalie apparente,1.0,01110,THEZILLIEU,AIN,RHONE-ALPES,Commune simple,897.0,2631.0,0.3,"45.8931883593, 5.59700638944","{""type"": ""Polygon"", ""coordinates"": [[[5.612921670637972, 45.85324404218455], [5.594742709313045, 45.862862070364955], [5.586158643953516, 45.875059879711756], [5.561493968143438, 45.8958303177326], [5.559440611278045, 45.89885001183496], [5.562614948107591, 45.90134585963284], [5.5544779150335, 45.917062620849315], [5.578126534654771, 45.917345865511514], [5.586268828097081, 45.924430830759064], [5.599775485172503, 45.92284178963691], [5.606549779680183, 45.91485632572899], [5.615136084330151, 45.9140904699261], [5.629524059065992, 45.90561185408367], [5.623327296568928, 45.86680601885512], [5.612921670637972, 45.85324404218455]]]}",23509,417,15,1,01,82
Villebois,Commune,210104444.0,01444,182700,0010078,eau potable,1,1171.0,1171.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,52",80.0,Sans anomalie apparente,1.0,53.5,Sans anomalie apparente,1.0,11.2,Sans anomalie apparente,1.0,11.0,Sans anomalie apparente,1.0,0.47,Sans anomalie apparente,1.0,01150,VILLEBOIS,AIN,RHONE-ALPES,Commune simple,510.0,1407.0,1.1,"45.8485624628, 5.44711117486","{""type"": ""Polygon"", ""coordinates"": [[[5.450409265232264, 45.82904748876891], [5.435633845780392, 45.82977257986066], [5.433657633954193, 45.832301726257334], [5.417908281446985, 45.841117647626504], [5.416316798120835, 45.84804369521175], [5.419851034827749, 45.84603106956608], [5.421323973294181, 45.84904459727997], [5.419176887492515, 45.8679917918274], [5.429788669402573, 45.860926128992716], [5.4395841758136, 45.86053485584166], [5.458458204681435, 45.86247715281426], [5.45829853824971, 45.86930966611695], [5.462540922288181, 45.871028161647835], [5.470891466603176, 45.867422329520075], [5.473007667476575, 45.86428583019526], [5.469181547055086, 45.85803595483735], [5.478564780883582, 45.838442351231905], [5.459784313720407, 45.836988041104576], [5.450409265232264, 45.82904748876891]]]}",5667,444,17,1,01,82
Virignin,Commune,210104543.0,01454,182714,0010105,eau potable,1,1083.0,1083.0,Délégation,Entreprise privée,,31/12/2023,Confirmé / publié,"2,6",81.0,Sans anomalie apparente,1.0,87.5,Sans anomalie apparente,1.0,1.7,Sans anomalie apparente,1.0,1.5,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,01300,VIRIGNIN,AIN,RHONE-ALPES,Commune simple,275.0,783.0,0.8,"45.7267387762, 5.71282330936","{""type"": ""Polygon"", ""coordinates"": [[[5.727740630753118, 45.709266677458345], [5.700599086131899, 45.70994756976073], [5.697854065123688, 45.734610972056295], [5.708235389550524, 45.74533640697199], [5.721819318300902, 45.74573909404314], [5.724488209862971, 45.74844978165465], [5.724787848274918, 45.72398875723755], [5.723073914020613, 45.71765995849321], [5.731321144182242, 45.71015303754714], [5.727740630753118, 45.709266677458345]]]}",32491,454,4,1,01,82
Beaurevoir,Commune,210200564.0,02057,197770,0020029,eau potable,1,1470.0,1470.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,93",105.0,Sans anomalie apparente,1.0,70.8,Sans anomalie apparente,1.0,3.9,Sans anomalie apparente,1.0,3.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,02110,BEAUREVOIR,AISNE,PICARDIE,Commune simple,127.0,2189.0,1.5,"49.9965608612, 3.32970842537","{""type"": ""Polygon"", ""coordinates"": [[[3.305459062132973, 49.97330097914805], [3.285882556481519, 49.98424387386989], [3.293757469156241, 49.99220149233799], [3.300483588786989, 50.01758650556913], [3.309304239194445, 50.019351964398936], [3.327668890034821, 50.0158551696132], [3.337102093590291, 50.01740142687856], [3.355820807815008, 50.01108805001158], [3.370098248948015, 50.00601579545215], [3.378127773651647, 49.99691031328744], [3.374723946205065, 49.98880979643136], [3.366460204568985, 49.98658024194639], [3.35624588467812, 49.986197193668325], [3.347791795355755, 49.97835294525434], [3.33378531073651, 49.97716133794689], [3.333073432288383, 49.97692973372101], [3.315991537355858, 49.978304404010146], [3.305459062132973, 49.97330097914805]]]}",31397,57,6,3,02,22
Chauny,Commune,210201604.0,02173,124281,0020331,eau potable,1,12357.0,12357.0,Délégation,Entreprise privée,VEOLIA,31/12/2017,Confirmé / publié,"1,8",83.0,Sans anomalie apparente,1.0,88.2,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,3.2,Sans anomalie apparente,1.0,0.58,Sans anomalie apparente,1.0,02300,CHAUNY,AISNE,PICARDIE,Chef-lieu canton,57.0,1329.0,12.0,"49.619880673, 3.21875355041","{""type"": ""Polygon"", ""coordinates"": [[[3.208031519985719, 49.59377609151968], [3.203404589460744, 49.598349052841435], [3.207175797869863, 49.607823328768454], [3.19258425111362, 49.636594172856775], [3.189935989818933, 49.63882687569314], [3.219959457660906, 49.64476993127359], [3.229053603369784, 49.63290954598251], [3.245898873822635, 49.620134253171486], [3.242562204118115, 49.60774885469313], [3.247263002701793, 49.601835319846145], [3.234001941115471, 49.60460243816371], [3.225663201503253, 49.601284256015184], [3.217033866140738, 49.59438040874043], [3.208031519985719, 49.59377609151968]]]}",1479,173,9,2,02,22
Coucy-le-Château-Auffrique,Commune,210202024.0,02217,124293,0020131,eau potable,1,1090.0,1090.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,78",101.0,Sans anomalie apparente,1.0,79.6,Sans anomalie apparente,1.0,2.3,Sans anomalie apparente,1.0,1.9,Sans anomalie apparente,1.0,1.69,Sans anomalie apparente,1.0,02380,COUCY-LE-CHATEAU-AUFFRIQUE,AISNE,PICARDIE,Chef-lieu canton,67.0,1136.0,1.1,"49.5159709578, 3.31548892957","{""type"": ""Polygon"", ""coordinates"": [[[3.334037284396317, 49.49734269911036], [3.319846140386078, 49.49858529514324], [3.311059998431877, 49.50150212368803], [3.310126849677046, 49.50465910732518], [3.300547495997319, 49.50436867049101], [3.291992309218208, 49.5070049114126], [3.28640396256082, 49.514648506148724], [3.286048472106394, 49.52518242154738], [3.307772128012472, 49.53089004031347], [3.314689954581081, 49.53091722872583], [3.339633028048677, 49.527695456613166], [3.346572156222063, 49.5227508220589], [3.336319749981231, 49.51087148357283], [3.334037284396317, 49.49734269911036]]]}",29758,217,11,2,02,22
Holnon,Commune,210203626.0,02382,124331,0020214,eau potable,1,1455.0,1455.0,Délégation,Entreprise privée,SAUR,31/12/2021,Confirmé / publié,"1,64",103.0,Sans anomalie apparente,1.0,78.6,Sans anomalie apparente,1.0,3.6,Sans anomalie apparente,1.0,3.5,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,02760,HOLNON,AISNE,PICARDIE,Commune simple,115.0,640.0,1.4,"49.8612556888, 3.20085325892","{""type"": ""Polygon"", ""coordinates"": [[[3.211158509165282, 49.84977571298484], [3.204695663242235, 49.845761972881405], [3.185547537487972, 49.848514663238234], [3.189120760310172, 49.86046652075906], [3.181712253618441, 49.867844333233684], [3.180570262372189, 49.87112502547489], [3.19347537746179, 49.87643249476427], [3.200144649736469, 49.87205576566275], [3.208935819088734, 49.87362214919975], [3.215292852525013, 49.87141014669382], [3.221506716574041, 49.86195727353747], [3.211158509165282, 49.84977571298484]]]}",12804,382,33,3,02,22
Itancourt,Commune,210203675.0,02387,124332,0020065,eau potable,1,1085.0,1085.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,35",91.0,Sans anomalie apparente,1.0,75.3,Sans anomalie apparente,1.0,6.7,Sans anomalie apparente,1.0,5.2,Sans anomalie apparente,1.0,4.98,Sans anomalie apparente,1.0,02240,ITANCOURT,AISNE,PICARDIE,Commune simple,103.0,709.0,1.1,"49.803442885, 3.34942752527","{""type"": ""Polygon"", ""coordinates"": [[[3.353640415300145, 49.789575703270096], [3.34325317542227, 49.790629610060996], [3.331305300336101, 49.7972033203246], [3.328063644909522, 49.8068163506534], [3.323605012153037, 49.808625114752374], [3.335198453532245, 49.81517926800087], [3.376010821446967, 49.81028969724686], [3.37705071490049, 49.81010680257594], [3.374573663074486, 49.80362775270207], [3.361306585119032, 49.79824120065345], [3.361384368069916, 49.791574513913396], [3.353640415300145, 49.789575703270096]]]}",27574,387,20,3,02,22
La Neuville-Bosmont,Commune,210205225.0,02545,124367,0020083,eau potable,1,200.0,200.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,09",103.0,Sans anomalie apparente,1.0,68.8,Sans anomalie apparente,1.0,10.0,Sans anomalie apparente,1.0,8.7,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,02250,LA NEUVILLE-BOSMONT,AISNE,PICARDIE,Commune simple,126.0,996.0,0.2,"49.7145039747, 3.83367274994","{""type"": ""Polygon"", ""coordinates"": [[[3.841736245845768, 49.699207542244544], [3.837034577145765, 49.699734184277006], [3.826597615892638, 49.69341653360648], [3.81991490973592, 49.69737059569316], [3.816249495694147, 49.7107660950699], [3.807608430152479, 49.71902763349988], [3.818666254635247, 49.724120530682946], [3.815827529062127, 49.73037555114092], [3.818672537287415, 49.736646305913176], [3.840190813488015, 49.72998530501269], [3.849655758868485, 49.718957194054674], [3.859492276213327, 49.71710001480689], [3.86222587213122, 49.707429977720494], [3.856385395437138, 49.70203476583355], [3.847448835857727, 49.70452347947711], [3.841736245845768, 49.699207542244544]]]}",35363,545,19,2,02,22
Malzy,Commune,210204327.0,02455,124350,0020072,eau potable,1,192.0,192.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,31",80.0,Sans anomalie apparente,1.0,56.3,Sans anomalie apparente,1.0,11.8,Sans anomalie apparente,1.0,11.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,02120,MALZY,AISNE,PICARDIE,Commune simple,151.0,1051.0,0.2,"49.921297034, 3.73000059946","{""type"": ""Polygon"", ""coordinates"": [[[3.729318940422909, 49.899949719901194], [3.728119442380594, 49.90263397285897], [3.715672771516185, 49.90473774788484], [3.716603684474784, 49.917533702660016], [3.711205535698749, 49.926512600003875], [3.705056969319044, 49.935711070782794], [3.706740243932888, 49.93866579510927], [3.740206508952486, 49.94194436815807], [3.740633466311932, 49.93780055306916], [3.740118731159623, 49.92727532286161], [3.750030147857918, 49.91900416897943], [3.757642491643328, 49.90882390523085], [3.729318940422909, 49.899949719901194]]]}",25752,455,16,5,02,22
Plomion,Commune,210205845.0,02608,208707,0020095,eau potable,1,480.0,240.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,61",83.0,Sans anomalie apparente,1.0,68.2,Sans anomalie apparente,1.0,2.7,Sans anomalie apparente,1.0,2.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,02140,PLOMION,AISNE,PICARDIE,Commune simple,198.0,1647.0,0.5,"49.8188816623, 4.01999597737","{""type"": ""Polygon"", ""coordinates"": [[[4.026593021618057, 49.79406999510468], [4.011892457130373, 49.791874681513], [4.001509036277865, 49.78470039092459], [3.997488942213547, 49.789899799715265], [3.999456758130783, 49.79968640033871], [3.992685293420167, 49.81197019585818], [3.993983770768657, 49.82804239631], [4.013727895004028, 49.834034529599414], [4.026159231753026, 49.84574543705681], [4.062408141910959, 49.83838246436896], [4.041724407344598, 49.82414919377752], [4.03648301327392, 49.81497535730248], [4.025320422546472, 49.800514016858486], [4.026593021618057, 49.79406999510468]]]}",22780,608,34,5,02,22
